#IID,Apolipoprotein_B_Pos_SUM,CRP_Neg_SUM,Diffusivity_inferior_longitudinal_fasciculus_Neg_SUM,ICVF_Cingulum_CingulateR_SUM,Proinsulin_Neg_SUM,T2stat_PutamenL_Neg_SUM,Total_GRS_SUM
HG03679,0,0,0,0,0,0,13.4717
HG03680,0,0,0,0,0,0,20.6956
HG03681,0,0,0,0,0,0,6.86062
HG03682,0,0,0,0,0,0,17.8396
HG03683,0,0,0,0,0,0,8.00917
HG03684,0,0,0,0,0,0,15.459
HG03685,0,0,0,0,0,0,4.00458
HG03686,0,0,0,0,0,0,6.86062
HG03687,0,0,0,0,0,0,10.8652
HG03688,0,0,0,0,0,0,8.00917
HG03689,0,0,0,0,0,0,8.00917
HG03690,0,0,0,0,0,0,16.318
HG03691,0,0,0,1.78141,0,0,8.77048
HG03692,0,0,0,0,0,0,26.1484
HG03693,0,0,0,0,0,0,22.1438
HG03694,0,0,0,0,0,0,13.4619
HG03695,0,0,0,0,0,0,18.9147
HG03696,0,0,0,0,0,0,9.71666
HG03697,0,0,0,0,0,0,18.0655
HG03698,0,0,0,1.78141,0,0,22.5418
HG03699,0,0,0,0,0,0,8.00917
HG03700,0,0,0,0,0,0,4.00458
HG03701,0,0,0,0,0,0,8.00917
HG03702,0,0,0,0,0,0,24.6267
HG03703,0,0,0,0,0,0,8.00917
HG03704,0,0,0,0,0,0,16.318
HG03705,0,0,0,0,0,0,17.8396
HG03706,0,0,0,1.78141,0,0,18.2278
HG03707,0,0,0,1.78141,0,0,18.2278
HG03708,0,0,0,0,0,0,13.7212
HG03709,0,0,0,0,0,0,10.8652
HG03710,0,0,0,0,0,0,10.8652
HG03711,0,0,0,0,0,0,13.4619
HG03713,0,0,0,0,0,0,4.00458
HG03714,0,0,0,0,0,0,15.459
HG03716,0,0,0,0,0,0,10.8652
HG03717,0,0,0,0,0,0,10.8652
HG03718,0,0,0,0,0,0,4.00458
HG03719,0,0,0,0,0,0,8.00917
HG03720,0,0,0,0,0,0,26.1484
HG03721,0,0,0,0,0,0,8.00917
HG03722,0,0,0,0,0,0,8.00917
HG03725,0,0,0,0,0,0,8.00917
HG03727,0,0,0,0,0,0,17.8396
HG03729,0,0,0,0,0,0,8.00917
HG03730,0,0,0,0,0,0,20.6956
HG03731,0,0,0,0,0,0,6.86062
HG03732,0,0,0,0,0,0,8.00917
HG03733,0,0,0,0,0,0,8.00917
HG03736,0,0,0,0,0,0,10.8652
HG03738,0,0,0,0,0,0,12.3134
HG03740,0,0,0,1.78141,0,0,11.6265
HG03741,0,0,0,1.78141,0,0,12.7751
HG03742,0,0,0,0,0,0,8.00917
HG03743,0,0,0,0,0,0,12.603
HG03744,0,0,0,0,0,0,15.459
HG03745,0,0,0,0,0,0,19.174
HG03746,0,0,0,0,0,0,15.459
HG03750,0,0,0,0,0,0,22.4334
HG03752,0,0,0,0,0,0,13.4717
HG03753,0,0,0,0,0,0,16.691
HG03754,0,0,0,0,0,0,18.0558
HG03755,0,0,0,1.78141,0,0,11.6265
HG03756,0,0,0,0,0,0,5.46253
HG03757,0,0,0,0,0,0,8.00917
HG03760,0,0,0,0,0,0,8.00917
HG03761,0,0,0,0,0,0,20.6956
HG03762,0,0,0,0,0,0,12.603
HG03763,0,0,0,0,0,0,10.8652
HG03765,0,0,0,0,0,0,4.00458
HG03767,0,0,0,1.78141,0,0,21.0839
HG03770,0,0,0,0,0,0,17.8396
HG03771,0,0,0,0,0,0,4.00458
HG03772,0,0,0,0,0,0,20.6956
HG03773,0,0,0,1.78141,0,0,20.2249
HG03774,0,0,0,0,0,0,6.61107
HG03775,0,0,0,0,0,0,10.8652
HG03777,0,0,0,0,0,0,11.4545
HG03778,0,0,0,0,0,0,8.00917
HG03779,0,0,0,0,0,0,10.8652
HG03780,0,0,0,1.78141,0,0,16.2204
HG03781,0,0,0,1.78141,0,0,9.35974
HG03782,0,0,0,0,0,0,13.2221
HG03784,0,0,0,0,0,0,10.6157
HG03785,0,0,0,0,0,0,8.00917
HG03786,0,0,0,0,0,0,12.603
HG03787,0,0,0,0,0,0,15.459
HG03788,0,0,0,0,0,0,13.4619
HG03789,0,0,0,0,0,0,20.6623
HG03790,0,0,0,0,0,0,6.61107
HG03792,0,0,0,0,0,0,8.00917
HG03793,0,0,0,0,0,0,18.0558
HG03794,0,0,0,1.78141,0,0,7.37239
HG03795,0,0,0,0,0,0,6.61107
HG03796,0,0,0,0,0,0,12.3134
HG03797,0,0,0,0,0,0,16.9072
HG03798,0,0,0,0,0,0,24.6267
HG03799,0,0,0,0,0,0,18.3151
HG03800,0,0,0,0,0,0,26.1484
HG03801,0,0,0,0,0,0,19.174
HG03802,0,0,0,0,0,0,12.3134
HG03803,0,0,0,0,0,0,20.4461
HG03804,0,0,0,0,0,0,23.3021
HG03805,0,0,0,0,0,0,18.0655
HG03806,0,0,0,0,0,0,4.00458
HG03807,0,0,0,0,0,0,13.4717
HG03808,0,0,0,0,0,0,8.00917
HG03809,0,0,0,0,0,0,8.00917
HG03812,0,0,0,0,0,0,2.60649
HG03814,0,0,0,0,0,0,15.2095
HG03815,0,0,0,0,0,0,8.00917
HG03816,0,0,0,0,0,0,10.6157
HG03817,0,0,0,0,0,0,18.0655
HG03821,0,0,0,0,0,0,6.86062
HG03823,0,0,0,0,0,0,10.8652
HG03824,0,0,0,0,0,0,16.318
HG03825,0,0,0,0,0,0,13.4619
HG03826,0,0,0,0,0,0,8.00917
HG03829,0,0,0,1.78141,0,0,12.7751
HG03830,0,0,0,1.78141,0,0,12.7751
HG03831,0,0,0,0,0,0,8.00917
HG03832,0,0,0,1.78141,0,0,21.0839
HG03833,0,0,0,0,0,0,10.8652
HG03834,0,0,0,1.78141,0,0,15.6311
HG03836,0,0,0,1.78141,0,0,22.8217
HG03837,0,0,0,0,0,0,6.86062
HG03838,0,0,0,3.56282,0,0,17.541
HG03844,0,0,0,0,0,0,26.1484
HG03846,0,0,0,0,0,0,4.00458
HG03848,0,0,0,0,0,0,13.4717
HG03849,0,0,0,0,0,0,8.00917
HG03850,0,0,0,0,0,0,9.71666
HG03851,0,0,0,0,0,0,4.00458
HG03854,0,0,0,3.56282,0,0,31.3025
HG03856,0,0,0,0,0,0,10.8652
HG03857,0,0,0,0,0,0,15.459
HG03858,0,0,0,0,0,0,2.85604
HG03861,0,0,0,0,0,0,8.00917
HG03862,0,0,0,0,0,0,20.0529
HG03863,0,0,0,1.78141,0,0,25.212
HG03864,0,0,0,0,0,0,20.6956
HG03866,0,0,0,0,0,0,11.4545
HG03867,0,0,0,0,0,0,20.4461
HG03868,0,0,0,1.78141,0,0,35.5081
HG03869,0,0,0,0,0,0,10.8652
HG03870,0,0,0,0,0,0,8.00917
HG03871,0,0,0,0,0,0,10.8652
HG03872,0,0,0,0,0,0,4.00458
HG03873,0,0,0,0,0,0,8.00917
HG03874,0,0,0,0,0,0,15.2095
HG03875,0,0,0,0,0,0,16.318
HG03882,0,0,0,0,0,0,8.00917
HG03884,0,0,0,0,0,0,13.4619
HG03885,0,0,0,1.78141,0,0,15.6311
HG03886,0,0,0,0,0,0,10.8652
HG03887,0,0,0,0,0,0,18.9244
HG03888,0,0,0,0,0,0,23.3021
HG03890,0,0,0,0,0,0,12.603
HG03894,0,0,0,0,0,0,15.459
HG03895,0,0,0,0,0,0,10.8652
HG03896,0,0,0,0,0,0,9.45733
HG03897,0,0,0,0,0,0,12.603
HG03898,0,0,0,0,0,0,22.4334
HG03899,0,0,0,0,0,0,8.00917
HG03900,0,0,0,0,0,0,10.6157
HG03902,0,0,0,0,0,0,22.4334
HG03904,0,0,0,0,0,0,16.0684
HG03905,0,0,0,0,0,0,8.00917
HG03906,0,0,0,0,0,0,8.00917
HG03907,0,0,0,1.78141,0,0,28.2842
HG03908,0,0,0,0,0,0,11.2049
HG03909,0,0,0,0,0,0,11.4545
HG03910,0,0,0,1.78141,0,0,18.2278
HG03911,0,0,0,0,0,0,21.7707
HG03913,0,0,0,1.78141,0,0,25.6777
HG03914,0,0,0,0,0,0,13.4619
HG03915,0,0,0,0,0,0,12.603
HG03916,0,0,0,0,0,0,4.00458
HG03917,0,0,0,0,0,0,25.2895
HG03919,0,0,0,0,0,0,10.8652
HG03920,0,0,0,0,0,0,8.00917
HG03922,0,0,0,1.78141,0,0,8.77048
HG03925,0,0,0,0,0,0,19.5137
HG03926,0,0,0,1.78141,0,0,13.3643
HG03927,0,0,0,0,0,0,7.20034
HG03928,0,0,0,0,0,0,12.603
HG03929,0,0,0,0,0,0,8.00917
HG03930,0,0,0,0,0,0,12.603
HG03931,0,0,0,0,0,0,8.00917
HG03934,0,0,0,0,0,0,12.603
HG03937,0,0,0,0,0,0,8.00917
HG03940,0,0,0,0,0,0,6.86062
HG03941,0,0,0,0,0,0,13.7212
HG03942,0,0,0,0,0,0,13.7212
HG03943,0,0,0,0,0,0,8.00917
HG03944,0,0,0,0,0,0,16.0684
HG03945,0,0,0,0,0,0,12.603
HG03947,0,0,0,0,0,0,12.603
HG03949,0,0,0,0,0,0,8.00917
HG03950,0,0,0,1.78141,0,0,15.6311
HG03951,0,0,0,0,0,0,23.5085
HG03953,0,0,0,0,0,0,6.86062
HG03955,0,0,0,0,0,0,10.8652
HG03960,0,0,0,1.78141,0,0,38.148
HG03963,0,0,0,0,0,0,8.00917
HG03965,0,0,0,1.78141,0,0,20.8343
HG03967,0,0,0,1.78141,0,0,15.3816
HG03968,0,0,0,0,0,0,8.00917
HG03969,0,0,0,0,0,0,10.8652
HG03971,0,0,0,1.78141,0,0,12.7751
HG03973,0,0,0,0,0,0,9.46711
HG03974,0,0,0,0,0,0,8.00917
HG03976,0,0,0,1.78141,0,0,28.2842
HG03977,0,0,0,0,0,0,15.459
HG03978,0,0,0,0,0,0,4.00458
HG03985,0,0,0,0,0,0,8.00917
HG03986,0,0,0,0,0,0,13.4717
HG03989,0,0,0,0,0,0,8.00917
HG03990,0,0,0,0,0,0,25.0399
HG03991,0,0,0,0,0,0,16.691
HG03992,0,0,0,0,0,0,13.4619
HG03995,0,0,0,0,0,0,13.4619
HG03998,0,0,0,0,0,0,4.00458
HG03999,0,0,0,1.78141,0,0,17.3689
HG04001,0,0,0,0,0,0,11.4545
HG04002,0,0,0,1.78141,0,0,22.6055
HG04003,0,0,0,0,0,0,10.8652
HG04006,0,0,0,0,0,0,25.0399
HG04014,0,0,0,0,0,0,20.6956
HG04015,0,0,0,0,0,0,8.00917
HG04017,0,0,0,0,0,0,27.0273
HG04018,0,0,0,0,0,0,10.6157
HG04019,0,0,0,1.78141,0,0,12.7751
HG04020,0,0,0,0,0,0,10.6157
HG04022,0,0,0,0,0,0,12.603
HG04023,0,0,0,0,0,0,12.603
HG04025,0,0,0,0,0,0,15.2095
HG04026,0,0,0,0,0,0,12.603
HG04029,0,0,0,0,0,0,15.459
HG04033,0,0,0,0,0,0,16.318
HG04035,0,0,0,0,0,0,10.6157
HG04036,0,0,0,0,0,0,16.0684
HG04038,0,0,0,0,0,0,20.672
HG04039,0,0,0,0,0,0,9.45733
HG04042,0,0,0,1.78141,0,0,18.8269
HG04047,0,0,0,0,0,0,10.6157
HG04054,0,0,0,0,0,0,12.603
HG04056,0,0,0,0,0,0,8.00917
HG04059,0,0,0,0,0,0,6.61107
HG04060,0,0,0,0,0,0,12.603
HG04061,0,0,0,0,0,0,7.44988
HG04062,0,0,0,1.78141,0,0,15.6311
HG04063,0,0,0,0,0,0,8.00917
HG04070,0,0,0,0,0,0,10.8652
HG04075,0,0,0,0,0,0,8.00917
HG04076,0,0,0,1.78141,0,0,12.7751
HG04080,0,0,0,0,0,0,12.603
HG04090,0,0,0,0,0,0,10.8652
HG04093,0,0,0,0,0,0,10.8652
HG04094,0,0,0,0,0,0,10.8652
HG04096,0,0,0,0,0,0,9.45733
HG04098,0,0,0,0,0,0,6.86062
HG04099,0,0,0,0,0,0,8.00917
HG04100,0,0,0,0,0,0,10.8652
HG04106,0,0,0,0,0,0,21.2849
HG04107,0,0,0,0,0,0,15.459
HG04115,0,0,0,0,0,0,12.603
HG04118,0,0,0,1.78141,0,0,8.77048
HG04122,0,0,0,1.78141,0,0,15.6311
HG04127,0,0,0,1.78141,0,0,14.4826
HG04131,0,0,0,1.78141,0,0,21.4236
HG04132,0,0,0,1.78141,0,0,23.6806
HG04133,0,0,0,1.78141,0,0,22.2825
HG04134,0,0,0,1.78141,0,0,8.77048
HG04135,0,0,0,0,0,0,9.46711
HG04136,0,0,0,1.78141,0,0,11.6265
HG04140,0,0,0,0,0,0,8.00917
HG04141,0,0,0,0,0,0,13.4619
HG04142,0,0,0,0,0,0,8.00917
HG04144,0,0,0,0,0,0,4.00458
HG04146,0,0,0,0,0,0,10.8652
HG04147,0,0,0,1.78141,0,0,29.1431
HG04148,0,0,0,0,0,0,21.7805
HG04149,0,0,0,1.78141,0,0,15.6311
HG04150,0,0,0,0,0,0,4.00458
HG04151,0,0,0,1.78141,0,0,8.77048
HG04152,0,0,0,1.78141,0,0,17.0793
HG04153,0,0,0,0,0,0,15.2095
HG04155,0,0,0,0,0,0,18.9147
HG04156,0,0,0,0,0,0,8.00917
HG04157,0,0,0,0,0,0,13.4619
HG04158,0,0,0,0,0,0,4.00458
HG04159,0,0,0,1.78141,0,0,17.3689
HG04160,0,0,0,0,0,0,12.603
HG04161,0,0,0,0,0,0,10.6157
HG04162,0,0,0,0,0,0,15.459
HG04164,0,0,0,0,0,0,8.00917
HG04171,0,0,0,0,0,0,16.9072
HG04173,0,0,0,0,0,0,12.603
HG04174,0,0,0,1.78141,0,0,15.6311
HG04175,0,0,0,0,0,0,8.00917
HG04176,0,0,0,0,0,0,18.9244
HG04177,0,0,0,0,0,0,10.8652
HG04180,0,0,0,0,0,0,8.00917
HG04182,0,0,0,0,0,0,12.3134
HG04183,0,0,0,0,0,0,9.71666
HG04184,0,0,0,0,0,0,19.174
HG04185,0,0,0,0,0,0,8.00917
HG04186,0,0,0,0,0,0,35.1199
HG04187,0,0,0,0,0,0,17.8396
HG04188,0,0,0,0,0,0,11.4545
HG04189,0,0,0,0,0,0,10.6157
HG04191,0,0,0,0,0,0,6.61107
HG04192,0,0,0,1.78141,0,0,9.35974
HG04193,0,0,0,0,0,0,6.61107
HG04194,0,0,0,0,0,0,10.8652
HG04195,0,0,0,0,0,0,6.61107
HG04198,0,0,0,0,0,0,6.86062
HG04199,0,0,0,0,0,0,10.8652
HG04200,0,0,0,0,0,0,16.318
HG04202,0,0,0,0,0,0,15.2095
HG04204,0,0,0,0,0,0,18.0655
HG04206,0,0,0,0,0,0,6.86062
HG04209,0,0,0,0,0,0,10.6157
HG04210,0,0,0,0,0,0,16.3277
HG04211,0,0,0,0,0,0,13.7212
HG04212,0,0,0,0,0,0,13.2221
HG04214,0,0,0,0,0,0,8.00917
HG04215,0,0,0,0,0,0,18.0655
HG04216,0,0,0,0,0,0,10.8652
HG04217,0,0,0,0,0,0,16.318
HG04219,0,0,0,0,0,0,8.00917
HG04222,0,0,0,0,0,0,12.603
HG04225,0,0,0,0,0,0,12.3231
HG04227,0,0,0,0,0,0,8.00917
HG04228,0,0,0,0,0,0,8.00917
HG04229,0,0,0,0,0,0,10.8652
HG04235,0,0,0,0,0,0,20.6956
HG04238,0,0,0,0,0,0,10.8652
HG04239,0,0,0,0,0,0,13.4619
NA06984,0,0,0,1.78141,0,0,19.9353
NA06985,0,0,0,1.78141,0,0,28.3175
NA06986,0,0,0,3.56282,0,0,20.397
NA06989,0,0,0,1.78141,0,0,18.2376
NA06991,0,0,0,0,0,0,26.1484
NA06993,0,0,0,1.78141,0,0,30.9143
NA06994,0,0,0,1.78141,0,0,28.3175
NA06995,0,0,0,0,0,0,10.8652
NA06997,0,0,0,3.56282,0,0,21.8549
NA07000,0,0,0,1.78141,0,0,15.3816
NA07014,0,0,0,1.78141,0,0,22.6055
NA07019,0,0,0,0,0,0,27.3568
NA07022,0,0,0,0,0,0,10.9153
NA07029,0,0,0,1.78141,0,0,15.6311
NA07031,0,0,0,1.78141,0,0,21.0839
NA07034,0,0,0,3.56282,0,0,16.3924
NA07037,0,0,0,0,0,0,26.1484
NA07045,0,0,0,1.78141,0,0,19.6955
NA07048,0,0,0,3.56282,0,0,27.3714
NA07051,0,0,0,1.78141,0,0,27.1993
NA07055,0,0,0,1.78141,0,0,21.4569
NA07056,0,0,0,0,0,0,38.5853
NA07345,0,0,0,0,0,0,6.61107
NA07346,0,0,0,0,0,0,22.1438
NA07347,0,0,0,0,0,0,16.318
NA07348,0,0,0,0,0,0,10.6157
NA07349,0,0,0,0,0,0,24.7405
NA07357,0,0,0,0,0,0,11.2049
NA07435,0,0,0,1.78141,0,0,23.9399
NA10830,0,0,0,1.78141,0,0,15.6311
NA10831,0,0,0,1.78141,0,0,18.2376
NA10835,0,0,0,0,0,0,35.7292
NA10836,0,0,0,0,0,0,12.3231
NA10837,0,0,0,0,0,0,9.45733
NA10838,0,0,0,0,0,0,8.00917
NA10839,0,0,0,0,0,0,23.5516
NA10840,0,0,0,1.78141,0,0,25.212
NA10842,0,0,0,1.78141,0,0,26.2968
NA10843,0,0,0,1.78141,0,0,40.7447
NA10845,0,0,0,1.78141,0,0,18.2376
NA10846,0,0,0,1.78141,0,0,18.2278
NA10847,0,0,0,0,0,0,24.7503
NA10851,0,0,0,0,0,0,13.7212
NA10852,0,0,0,0,0,0,17.8396
NA10854,0,0,0,0,0,0,16.0684
NA10855,0,0,0,0,0,0,17.8396
NA10856,0,0,0,0,0,0,20.6956
NA10857,0,0,0,0,0,0,20.6956
NA10859,0,0,0,1.78141,0,0,12.7751
NA10860,0,0,0,1.78141,0,0,29.5162
NA10861,0,0,0,3.56282,0,0,16.3924
NA10863,0,0,0,1.78141,0,0,21.4569
NA10864,0,0,0,1.78141,0,0,22.8217
NA10865,0,0,0,3.56282,0,0,19.2485
NA11829,0,0,0,1.78141,0,0,23.9399
NA11830,0,0,0,0,0,0,27.67
NA11831,0,0,0,0,0,0,10.8652
NA11832,0,0,0,0,0,0,23.2923
NA11839,0,0,0,0,0,0,8.00917
NA11840,0,0,0,0,0,0,28.7215
NA11843,0,0,0,0,0,0,18.9244
NA11881,0,0,0,0,0,0,20.6956
NA11882,0,0,0,3.56282,0,0,26.2228
NA11891,0,0,0,1.78141,0,0,11.6265
NA11892,0,0,0,1.78141,0,0,23.9399
NA11893,0,0,0,3.56282,0,0,25.8498
NA11894,0,0,0,1.78141,0,0,17.3689
NA11917,0,0,0,1.78141,0,0,23.6903
NA11918,0,0,0,1.78141,0,0,25.212
NA11919,0,0,0,1.78141,0,0,36.3768
NA11920,0,0,0,0,0,0,29.1279
NA11930,0,0,0,0,0,0,13.7212
NA11931,0,0,0,1.78141,0,0,25.212
NA11932,0,0,0,0,0,0,22.36
NA11933,0,0,0,0,0,0,0
NA11992,0,0,0,1.78141,0,0,25.5116
NA11993,0,0,0,3.56282,0,0,23.0035
NA11994,0,0,0,3.56282,0,0,19.2485
NA11995,0,0,0,3.56282,0,0,21.5956
NA12003,0,0,0,1.78141,0,0,20.2249
NA12004,0,0,0,0,0,0,12.3134
NA12005,0,0,0,1.78141,0,0,18.4871
NA12006,0,0,0,1.78141,0,0,38.148
NA12043,0,0,0,0,0,0,17.8396
NA12044,0,0,0,0,0,0,23.5516
NA12045,0,0,0,0,0,0,17.8396
NA12046,0,0,0,1.78141,0,0,32.4359
NA12056,0,0,0,1.78141,0,0,25.4615
NA12057,0,0,0,0,0,0,10.8652
NA12058,0,0,0,0,0,0,19.5471
NA12144,0,0,0,1.78141,0,0,14.2232
NA12145,0,0,0,3.56282,0,0,13.5364
NA12146,0,0,0,0,0,0,5.45275
NA12154,0,0,0,1.78141,0,0,23.9399
NA12155,0,0,0,1.78141,0,0,23.7001
NA12156,0,0,0,0,0,0,6.86062
NA12234,0,0,0,1.78141,0,0,28.3175
NA12236,0,0,0,1.78141,0,0,8.77048
NA12239,0,0,0,0,0,0,31.6109
NA12248,0,0,0,1.78141,0,0,33.5208
NA12249,0,0,0,0,0,0,13.835
NA12264,0,0,0,1.78141,0,0,8.77048
NA12272,0,0,0,0,0,0,4.00458
NA12273,0,0,0,0,0,0,13.4619
NA12274,0,0,0,0,0,0,16.3277
NA12275,0,0,0,0,0,0,11.1648
NA12282,0,0,0,3.56282,0,0,26.2228
NA12283,0,0,0,0,0,0,23.5516
NA12286,0,0,0,1.78141,0,0,37.8984
NA12287,0,0,0,1.78141,0,0,30.6647
NA12329,0,0,0,0,0,0,12.3231
NA12335,0,0,0,1.78141,0,0,10.2187
NA12336,0,0,0,0,0,0,16.3277
NA12340,0,0,0,1.78141,0,0,16.8297
NA12341,0,0,0,0,0,0,12.3134
NA12342,0,0,0,0,0,0,13.4717
NA12343,0,0,0,0,0,0,13.7212
NA12344,0,0,0,1.78141,0,0,22.6055
NA12347,0,0,0,0,0,0,27.67
NA12348,0,0,0,1.78141,0,0,12.7751
NA12376,0,0,0,1.78141,0,0,14.5963
NA12383,0,0,0,0,0,0,24.3772
NA12386,0,0,0,1.78141,0,0,20.8343
NA12399,0,0,0,0,0,0,10.8652
NA12400,0,0,0,1.78141,0,0,28.8936
NA12413,0,0,0,1.78141,0,0,19.9353
NA12414,0,0,0,3.56282,0,0,16.3924
NA12485,0,0,0,1.78141,0,0,21.0839
NA12489,0,0,0,3.56282,0,0,34.2821
NA12546,0,0,0,0,0,0,9.46711
NA12707,0,0,0,1.78141,0,0,24.0634
NA12716,0,0,0,0,0,0,10.8652
NA12717,0,0,0,1.78141,0,0,26.9195
NA12718,0,0,0,1.78141,0,0,19.0764
NA12739,0,0,0,1.78141,0,0,41.3339
NA12740,0,0,0,0,0,0,22.1438
NA12748,0,0,0,0,0,0,38.8348
NA12749,0,0,0,3.56282,0,0,37.791
NA12750,0,0,0,1.78141,0,0,39.5961
NA12751,0,0,0,0,0,0,13.4717
NA12752,0,0,0,1.78141,0,0,21.4569
NA12753,0,0,0,0,0,0,6.86062
NA12760,0,0,0,1.78141,0,0,33.7703
NA12761,0,0,0,0,0,0,9.45733
NA12762,0,0,0,0,0,0,6.61107
NA12763,0,0,0,1.78141,0,0,15.6311
NA12766,0,0,0,1.78141,0,0,29.3926
NA12767,0,0,0,1.78141,0,0,40.7447
NA12775,0,0,0,1.78141,0,0,26.5366
NA12776,0,0,0,0,0,0,24.6267
NA12777,0,0,0,1.78141,0,0,25.4615
NA12778,0,0,0,1.78141,0,0,33.7703
NA12801,0,0,0,0,0,0,17.8396
NA12802,0,0,0,1.78141,0,0,19.6858
NA12812,0,0,0,0,0,0,17.8396
NA12813,0,0,0,0,0,0,10.8652
NA12814,0,0,0,3.56282,0,0,25.6002
NA12815,0,0,0,1.78141,0,0,10.2284
NA12817,0,0,0,1.78141,0,0,21.0839
NA12818,0,0,0,1.78141,0,0,11.377
NA12827,0,0,0,0,0,0,19.174
NA12828,0,0,0,1.78141,0,0,21.0839
NA12829,0,0,0,1.78141,0,0,11.377
NA12830,0,0,0,1.78141,0,0,26.6601
NA12832,0,0,0,1.78141,0,0,12.8251
NA12842,0,0,0,0,0,0,8.05924
NA12843,0,0,0,3.56282,0,0,12.3878
NA12864,0,0,0,3.56282,0,0,20.397
NA12865,0,0,0,0,0,0,23.3021
NA12872,0,0,0,3.56282,0,0,23.253
NA12873,0,0,0,1.78141,0,0,12.7751
NA12874,0,0,0,0,0,0,18.3151
NA12875,0,0,0,0,0,0,23.3021
NA12877,0,0,0,0,0,0,33.3821
NA12878,0,0,0,1.78141,0,0,38.3641
NA12889,0,0,0,0,0,0,21.2849
NA12890,0,0,0,0,0,0,37.9759
NA12891,0,0,0,1.78141,0,0,21.0839
NA12892,0,0,0,1.78141,0,0,31.5035
NA18484,0,0,0,0,0,0,6.86062
NA18485,0,0,0,0,0,0,10.6157
NA18486,0,0,0,0,0,0,6.86062
NA18487,0,0,0,0,0,0,6.61107
NA18488,0,0,0,0,0,0,8.00917
NA18489,0,0,0,0,0,0,10.6157
NA18497,0,0,0,0,0,0,10.6157
NA18498,0,0,0,0,0,0,10.8652
NA18499,0,0,0,0,0,0,10.6157
NA18500,0,0,0,0,0,0,10.6157
NA18501,0,0,0,0,0,0,6.61107
NA18502,0,0,0,0,0,0,8.00917
NA18503,0,0,0,0,0,0,11.2049
NA18504,0,0,0,0,0,0,4.00458
NA18505,0,0,0,0,0,0,15.2095
NA18506,0,0,0,0,0,0,13.4619
NA18507,0,0,0,0,0,0,8.00917
NA18508,0,0,0,0,0,0,13.4619
NA18510,0,0,0,0,0,0,10.8652
NA18511,0,0,0,0,0,0,9.46711
NA18515,0,0,0,0,0,0,10.6157
NA18516,0,0,0,0,0,0,8.00917
NA18517,0,0,0,0,0,0,10.6157
NA18518,0,0,0,0,0,0,8.00917
NA18519,0,0,0,0,0,0,10.8652
NA18520,0,0,0,1.78141,0,0,12.7751
NA18521,0,0,0,0,0,0,8.00917
NA18522,0,0,0,0,0,0,8.00917
NA18523,0,0,0,0,0,0,6.86062
NA18525,0,0,0,0,0,0,12.0638
NA18526,0,0,0,0,0,0,13.4717
NA18528,0,0,0,0,0,0,12.3134
NA18530,0,0,0,0,0,0,23.2923
NA18531,0,0,0,0,0,0,14.9101
NA18532,0,0,0,0,0,0,12.3231
NA18533,0,0,0,0,0,0,16.0684
NA18534,0,0,0,0,0,0,16.691
NA18535,0,0,0,0,0,0,16.318
NA18536,0,0,0,0,0,0,6.86062
NA18537,0,0,0,0,0,0,13.4619
NA18538,0,0,0,0,0,0,13.4717
NA18539,0,0,0,0,0,0,4.00458
NA18541,0,0,0,0,0,0,18.9244
NA18542,0,0,0,0,0,0,10.6157
NA18543,0,0,0,0,0,0,28.7549
NA18544,0,0,0,0,0,0,26.1248
NA18545,0,0,0,0,0,0,13.7212
NA18546,0,0,0,0,0,0,18.9147
NA18547,0,0,0,0,0,0,16.318
NA18548,0,0,0,0,0,0,24.3772
NA18549,0,0,0,0,0,0,10.8652
NA18550,0,0,0,0,0,0,10.6157
NA18552,0,0,0,0,0,0,24.3772
NA18553,0,0,0,0,0,0,27.6063
NA18555,0,0,0,0,0,0,15.2095
NA18557,0,0,0,0,0,0,21.7805
NA18558,0,0,0,0,0,0,17.7661
NA18559,0,0,0,0,0,0,19.174
NA18560,0,0,0,0,0,0,18.6749
NA18561,0,0,0,0,0,0,4.00458
NA18562,0,0,0,0,0,0,8.00917
NA18563,0,0,0,0,0,0,22.4098
NA18564,0,0,0,0,0,0,16.318
NA18565,0,0,0,0,0,0,6.61107
NA18566,0,0,0,0,0,0,15.2095
NA18567,0,0,0,0,0,0,29.0044
NA18570,0,0,0,0,0,0,10.8652
NA18571,0,0,0,0,0,0,8.00917
NA18572,0,0,0,0,0,0,16.318
NA18573,0,0,0,0,0,0,21.7707
NA18574,0,0,0,0,0,0,16.3277
NA18577,0,0,0,0,0,0,16.0684
NA18579,0,0,0,0,0,0,26.1248
NA18582,0,0,0,0,0,0,13.7212
NA18591,0,0,0,0,0,0,9.45733
NA18592,0,0,0,0,0,0,14.9296
NA18593,0,0,0,0,0,0,13.7212
NA18595,0,0,0,0,0,0,18.9342
NA18596,0,0,0,0,0,0,9.45733
NA18597,0,0,0,0,0,0,21.7707
NA18599,0,0,0,0,0,0,8.00917
NA18602,0,0,0,0,0,0,6.61107
NA18603,0,0,0,0,0,0,10.8652
NA18605,0,0,0,0,0,0,13.4619
NA18606,0,0,0,0,0,0,10.6157
NA18608,0,0,0,0,0,0,10.6157
NA18609,0,0,0,0,0,0,27.347
NA18610,0,0,0,0,0,0,18.9147
NA18611,0,0,0,0,0,0,26.9837
NA18612,0,0,0,0,0,0,13.4717
NA18613,0,0,0,1.78141,0,0,26.2871
NA18614,0,0,0,0,0,0,19.174
NA18615,0,0,0,0,0,0,13.4717
